SampleID,Hugo_Symbol,PyClonePhyloCluster
CRUK0062,ERAP1,9
CRUK0062,ABCC10,7
CRUK0062,COL27A1,NA
CRUK0062,ABCB4,6
CRUK0062,JAK3,8
CRUK0062,ZIC4,7
CRUK0062,DNM2,9
CRUK0062,MIR205HG,1
CRUK0062,EIF3G,9
CRUK0062,KLF10,9
CRUK0062,CLN5,12
CRUK0062,FGF23,5
CRUK0062,RNF180,1
CRUK0062,AAAS,5
CRUK0062,LPPR2,1
CRUK0062,FAM135B,9
CRUK0062,ZBTB10,9
CRUK0062,RP1,6
CRUK0062,OR52B6,9
CRUK0062,PACRGL,18
CRUK0062,PCDH15,1
CRUK0062,DCPS,9
CRUK0062,PCDHB16,1
CRUK0062,JAK3,9
CRUK0062,TCIRG1,1
CRUK0062,SERPINB2,1
CRUK0062,OR52N2,6
CRUK0062,CRYBA2,18
CRUK0062,SLC12A9,5
CRUK0062,AP1G1,NA
CRUK0062,ADAMTS3,18
CRUK0062,NXPE4,NA
CRUK0062,MAP1S,3
CRUK0062,PLEKHG5,NA
CRUK0062,TMEM150A,1
CRUK0062,ZNF423,1
CRUK0062,ACO1,9
CRUK0062,MYH9,6
CRUK0062,CCDC28A,7
CRUK0062,FHL1,NA
CRUK0062,CACNA1G,12
CRUK0062,LPHN2,3
CRUK0062,LILRB4,1
CRUK0062,ALK,12
CRUK0062,PLD1,8
CRUK0062,PCDHGC5,9
CRUK0062,UNC5A,NA
CRUK0062,UBE2M,NA
CRUK0062,LONRF2,1
CRUK0062,TBCCD1,17
CRUK0062,CD36,3
CRUK0062,RAP2C,NA
CRUK0062,SLCO1B1,1
CRUK0062,SERPIND1,1
CRUK0062,NXPH4,7
CRUK0062,EXOC2,1
CRUK0062,RYR2,15
CRUK0062,SUPT20H,7
CRUK0062,ZNF276,1
CRUK0062,GAD2,1
CRUK0062,ELAVL2,6
CRUK0062,GTF3A,1
CRUK0062,UTS2R,6
CRUK0062,MMS22L,1
CRUK0062,PATE3,1
CRUK0062,LRRC48,7
CRUK0062,ADAM22,1
CRUK0062,TTC16,3
CRUK0062,PRPSAP1,6
CRUK0062,TMIGD2,1
CRUK0062,TFCP2,9
CRUK0062,IPO5,1
CRUK0062,SLC12A1,5
CRUK0062,GZMA,1
CRUK0062,CPAMD8,3
CRUK0062,CMYA5,1
CRUK0062,SSX2IP,1
CRUK0062,CYFIP1,7
CRUK0062,ASB6,NA
CRUK0062,SLC5A5,3
CRUK0062,WDR11,1
CRUK0062,CCIN,3
CRUK0062,AGO4,1
CRUK0062,DPEP2,15
CRUK0062,FSTL5,1
CRUK0062,CCDC7,1
CRUK0062,UNC80,12
CRUK0062,COL12A1,1
CRUK0062,NAALADL1,1
CRUK0062,RIMBP2,1
CRUK0062,RTTN,7
CRUK0062,NRBP1,NA
CRUK0062,FAM159A,1
CRUK0062,FEZF2,1
CRUK0062,LCP2,1
CRUK0062,FAS,1
CRUK0062,PARD6A,18
CRUK0062,MUC4,2
CRUK0062,ADAM22,6
CRUK0062,ADAMTSL1,1
CRUK0062,IL37,1
CRUK0062,LHX6,9
CRUK0062,ARMCX2,NA
CRUK0062,HSPG2,1
CRUK0062,IL7R,7
CRUK0062,NEK5,3
CRUK0062,GLIPR2,3
CRUK0062,NXF3,NA
CRUK0062,Aug-11,15
CRUK0062,SLX4,1
CRUK0062,DNAH5,1
CRUK0062,KDM5A,1
CRUK0062,CGN,7
CRUK0062,COL4A1,NA
CRUK0062,MASP1,5
CRUK0062,METTL24,1
CRUK0062,OR10K2,5
CRUK0062,TTN,1
CRUK0062,SPATA2L,3
CRUK0062,TSPYL6,1
CRUK0062,FAT2,NA
CRUK0062,GNA14,7
CRUK0062,KIAA0556,15
CRUK0062,MIR4327,3
CRUK0062,HIPK2,1
CRUK0062,EYA1,7
CRUK0062,OR1D2,1
CRUK0062,USP13,5
CRUK0062,WASF2,1
CRUK0062,MTOR,1
CRUK0062,INPPL1,1
CRUK0062,RBM34,1
CRUK0062,PRR5L,NA
CRUK0062,LCE2A,1
CRUK0062,GCNT2,1
CRUK0062,KIAA1324L,1
CRUK0062,ZNF185,NA
CRUK0062,LOC100131825,5
CRUK0062,SLC35E3,1
CRUK0062,ALPK3,7
CRUK0062,CHKB,1
CRUK0062,PCSK6,1
CRUK0062,GPR133,1
CRUK0062,PSMF1,1
CRUK0062,MYO6,1
CRUK0062,UBE2C,1
CRUK0062,URB1,NA
CRUK0062,CCDC50,1
CRUK0062,OR5T3,7
CRUK0062,NMU,NA
CRUK0062,CDH23,3
CRUK0062,SLC25A36,5
CRUK0062,FAM102B,1
CRUK0062,PPFIA4,1
CRUK0062,BCL2L14,3
CRUK0062,WDR49,15
CRUK0062,INPP4B,7
CRUK0062,PRR12,3
CRUK0062,FLT3,NA
CRUK0062,CBS,7
CRUK0062,PLXNA1,7
CRUK0062,WNT5A,NA
CRUK0062,FAM154A,NA
CRUK0062,RBM27,NA
CRUK0062,LGI1,1
CRUK0062,KDM2B,1
CRUK0062,KLK14,1
CRUK0062,OLIG3,1
CRUK0062,COL6A6,1
CRUK0062,BDP1,7
CRUK0062,PDZRN3,1
CRUK0062,CD300LF,3
CRUK0062,RSF1,1
CRUK0062,DSC2,1
CRUK0062,TNFRSF11A,1
CRUK0062,FBXO5,NA
CRUK0062,FNIP2,7
CRUK0062,STRN,1
CRUK0062,IQCG,6
CRUK0062,APBB1,1
CRUK0062,TEAD4,6
CRUK0062,CWC27,1
CRUK0062,RGS7,3
CRUK0062,KNTC1,7
CRUK0062,MPHOSPH9,7
CRUK0062,ROS1,1
CRUK0062,SPTBN1,2
CRUK0062,TMEM175,2
CRUK0062,ATRX,NA
CRUK0062,LOXHD1,NA
CRUK0062,ADAMTS17,1
CRUK0062,PTPRN2,7
CRUK0062,ZNF16,1
CRUK0062,WDR65,1
CRUK0062,DNAH14,12
CRUK0062,TTC14,6
CRUK0062,C2CD5,1
CRUK0062,FLNA,NA
CRUK0062,AP2A2,9
CRUK0062,USH2A,1
CRUK0062,HS6ST3,1
CRUK0062,KRT4,9
CRUK0062,SCG2,1
CRUK0062,TBC1D1,NA
CRUK0062,APEX2,NA
CRUK0062,CDON,NA
CRUK0062,TRAF7,1
CRUK0062,ZBTB46,9
CRUK0062,SEMA3D,NA
CRUK0062,CSPP1,1
CRUK0062,ADAT2,7
CRUK0062,CHD4,1
CRUK0062,PTPRM,7
CRUK0062,PDE4C,1
CRUK0062,KIAA1239,1
CRUK0062,TMCC2,1
CRUK0062,FSCN2,3
CRUK0062,MITF,NA
CRUK0062,FLJ42393,9
CRUK0062,CAMSAP3,12
CRUK0062,ERCC5,1
CRUK0062,ELMSAN1,9
CRUK0062,MAP3K13,2
CRUK0062,THNSL1,1
CRUK0062,XKR4,NA
CRUK0062,TTC14,6
CRUK0062,TRPM1,1
CRUK0062,KIAA0196,9
CRUK0062,USP20,1
CRUK0062,TIE1,1
CRUK0062,SLMAP,7
CRUK0062,NR6A1,12
CRUK0062,MSH3,6
CRUK0062,FNDC3A,1
CRUK0062,SYS1-DBNDD2,NA
CRUK0062,ZBBX,6
CRUK0062,OR4D5,1
CRUK0062,NTRK3,1
CRUK0062,C19orf40,3
CRUK0062,FMN1,1
CRUK0062,COL9A3,1
CRUK0062,APTX,1
CRUK0062,SPON1,1
CRUK0062,PROM2,6
CRUK0062,PIGH,12
CRUK0062,TUBA8,1
CRUK0062,LY9,9
CRUK0062,CYP39A1,1
CRUK0062,DNAJC2,NA
CRUK0062,KCND2,NA
CRUK0062,ZNF276,1
CRUK0062,FCAR,1
CRUK0062,TARM1,1
CRUK0062,RALGAPA2,1
CRUK0062,KCNG1,7
CRUK0062,UCN2,1
CRUK0062,ENPP4,1
CRUK0062,LOC93432,1
CRUK0062,SPPL2A,1
CRUK0062,KIAA1109,1
CRUK0062,GBF1,1
CRUK0062,LRFN5,12
CRUK0062,NHSL1,1
CRUK0062,LAPTM5,NA
CRUK0062,DGKG,3
CRUK0062,LRRC45,1
CRUK0062,TMEM214,1
CRUK0062,SYT6,7
CRUK0062,SETD5,9
CRUK0062,AQR,1
CRUK0062,INSL3,2
CRUK0062,IFT74,1
CRUK0062,SHC3,9
CRUK0062,MYH10,NA
CRUK0062,NLRC4,9
CRUK0062,SLIT2,7
CRUK0062,UGT8,7
CRUK0062,BCL6B,1
CRUK0062,MAP3K10,NA
CRUK0062,TRDN,1
CRUK0062,L3MBTL1,1
CRUK0062,C20orf85,1
CRUK0062,CBS,NA
CRUK0062,DKK3,6
CRUK0062,ENTPD6,1
CRUK0062,PHB,7
CRUK0062,RPP40,7
CRUK0062,SYNE1,6
CRUK0062,RAB35,7
CRUK0062,RASGEF1C,6
CRUK0062,ATP13A5,6
CRUK0062,FUZ,NA
CRUK0062,C7orf71,1
CRUK0062,UNC5D,1
CRUK0062,MPDZ,7
CRUK0062,GBF1,1
CRUK0062,HCN1,NA
CRUK0062,STRN,9
CRUK0062,SLC17A4,1
CRUK0062,WSCD1,1
CRUK0062,ZNF551,1
CRUK0062,N4BP2,12
CRUK0062,NKX6-3,NA
CRUK0062,FAM135B,3
CRUK0062,BLM,6
CRUK0062,SEC14L4,1
CRUK0062,DHX36,NA
CRUK0062,PTK2,12
CRUK0062,SLC18A3,1
CRUK0062,CDK12,7
CRUK0062,UHRF1BP1,1
CRUK0062,CD97,NA
CRUK0062,ZNF558,1
CRUK0062,ASB15,7
CRUK0062,EHBP1,1
CRUK0062,EYS,6
CRUK0062,PKHD1L1,1
CRUK0062,COL1A2,1
CRUK0062,PARD6B,1
CRUK0062,WFDC10B,1
CRUK0062,CCBL1,1
CRUK0062,ZIM2,NA
CRUK0062,BAI1,6
CRUK0062,ITGB7,1
CRUK0062,SERPINB7,7
CRUK0062,RNASET2,NA
CRUK0062,INTS4,2
CRUK0062,THEGL,1
CRUK0062,CCDC171,9
CRUK0062,GLIPR1,9
CRUK0062,ADNP,1
CRUK0062,AGRN,9
CRUK0062,SACS,1
CRUK0062,POLR1C,1
CRUK0062,NDUFAF1,7
CRUK0062,RAI1,12
CRUK0062,TSPYL6,9
CRUK0062,MEI1,8
CRUK0062,SFMBT2,1
CRUK0062,HS3ST3A1,18
CRUK0062,ACAP3,NA
CRUK0062,ATP10B,9
CRUK0062,ANKRD52,7
CRUK0062,NCOR2,1
CRUK0062,SHCBP1,7
CRUK0062,GON4L,7
CRUK0062,SEMA5A,9
CRUK0062,CCIN,6
CRUK0062,ZNF71,1
CRUK0062,MUC16,NA
CRUK0062,PKHD1,NA
CRUK0062,ALDH1A1,3
CRUK0062,TTN,9
CRUK0062,MAP3K3,7
CRUK0062,FBN1,7
CRUK0062,SLC17A3,6
CRUK0062,CCDC178,1
CRUK0062,PAEP,NA
CRUK0062,PRSS58,3
CRUK0062,DIP2C,7
CRUK0062,DCC,1
CRUK0062,MCM4,12
CRUK0062,PABPC5,NA
CRUK0062,FAM115A,1
CRUK0062,XRN1,1
CRUK0062,MIR1197,NA
CRUK0062,MYH15,15
CRUK0062,CCND1,8
CRUK0062,SLC22A7,7
CRUK0062,LEMD3,1
CRUK0062,KIDINS220,1
CRUK0062,NRDE2,6
CRUK0062,GRIPAP1,NA
CRUK0062,MUC16,7
CRUK0062,PYHIN1,7
CRUK0062,FAM47A,NA
CRUK0062,CATSPER4,1
CRUK0062,CACNA2D4,1
CRUK0062,BNIPL,9
CRUK0062,SLX4,1
CRUK0062,EPB41L4B,7
CRUK0062,MAP4K4,18
CRUK0062,MROH5,1
CRUK0062,SCAF11,7
CRUK0062,BCL9,12
CRUK0062,GCNT3,3
CRUK0062,GTSF1,1
CRUK0062,Feb-06,7
CRUK0062,PUS10,9
CRUK0062,OLFML2B,1
CRUK0062,FPGT-TNNI3K,1
CRUK0062,EIF4G1,1
CRUK0062,CCND1,11
CRUK0062,GTSF1,1
CRUK0062,EHHADH,2
CRUK0062,APBB2,12
CRUK0062,GRK1,7
CRUK0062,ADAMTS9,18
CRUK0062,AMD1,7
CRUK0062,OR9A4,NA
CRUK0062,PHACTR1,15
CRUK0062,SYNE4,1
CRUK0062,ABCF2,7
CRUK0062,DENND3,1
CRUK0062,TCHH,7
CRUK0062,MAU2,15
CRUK0062,ZIC1,3
CRUK0062,GALK2,1
CRUK0062,CCNE1,6
CRUK0062,KIAA0947,9
CRUK0062,PEAR1,NA
CRUK0062,PZP,1
CRUK0062,YEATS2,7
CRUK0062,LINGO2,18
CRUK0062,MRGPRF,3
CRUK0062,PPP1R21,3
CRUK0062,PNRC1,7
CRUK0062,STXBP3,9
CRUK0062,DSG1,1
CRUK0062,PLCG1,1
CRUK0062,VPS53,7
CRUK0062,TFIP11,1
CRUK0062,OMG,6
CRUK0062,SHPK,1
CRUK0062,LRRC34,9
CRUK0062,PCDHGB1,9
CRUK0062,AKIRIN1,1
CRUK0062,FGF23,1
CRUK0096,RIMKLB,1
CRUK0096,CLEC4D,1
CRUK0096,GUCY2C,1
CRUK0096,TMTC1,1
CRUK0096,CLEC4E,1
CRUK0096,KRAS,1
CRUK0096,CDH13,1
CRUK0096,TRIM72,1
CRUK0096,PTN,1
CRUK0096,DNAH3,1
CRUK0096,DDX11,1
CRUK0096,TNFSF12,1
CRUK0096,TAF3,16
CRUK0096,COL24A1,1
CRUK0096,HSD11B2,1
CRUK0096,APBB1IP,1
CRUK0096,TNFSF12,1
CRUK0096,POM121L12,1
CRUK0096,RTEL1-TNFRSF6B,1
CRUK0096,MIR4660,1
CRUK0096,SYTL5,NA
CRUK0096,PTCHD3,1
CRUK0096,HAP1,1
CRUK0096,ZNF335,1
CRUK0096,C9orf3,1
CRUK0096,SMO,1
CRUK0096,CYP26B1,1
CRUK0096,PLXNA4,1
CRUK0096,TMEM52,1
CRUK0096,RPS6KB2,1
CRUK0096,ZNF438,1
CRUK0096,ELP4,1
CRUK0096,MYEF2,1
CRUK0096,NCAM2,1
CRUK0096,KMT2D,1
CRUK0096,KSR2,1
CRUK0096,THSD7B,1
CRUK0096,C7orf65,1
CRUK0096,GRPEL1,11
CRUK0096,PFKFB3,1
CRUK0096,SGK223,1
CRUK0096,OR51G2,1
CRUK0096,TMEM71,1
CRUK0096,IL10RA,1
CRUK0096,DOCK6,1
CRUK0096,FUT5,1
CRUK0096,WBSCR27,1
CRUK0096,OAS2,1
CRUK0096,DNAH14,1
CRUK0096,NCKAP1L,1
CRUK0096,CSMD1,1
CRUK0096,PNLIPRP2,1
CRUK0096,NRG3,1
CRUK0096,MRPL16,1
CRUK0096,CYBB,NA
CRUK0096,TMEM132D,1
CRUK0096,RP1L1,1
CRUK0096,GCOM1,1
CRUK0096,GNGT1,1
CRUK0096,PLAA,1
CRUK0096,FGA,1
CRUK0096,OR51E2,1
CRUK0096,UCP1,1
CRUK0096,PLIN3,1
CRUK0096,SLC5A5,1
CRUK0096,TRPM3,1
CRUK0096,ADAMTS12,1
CRUK0096,PCNXL3,1
CRUK0096,LZTS1,1
CRUK0096,OR2M3,1
CRUK0096,KIAA1210,NA
CRUK0096,RPE65,1
CRUK0096,FARS2,1
CRUK0096,ASTN2,1
CRUK0096,SEC14L1,1
CRUK0096,BRCA1,1
CRUK0096,MMP10,1
CRUK0096,SAG,1
CRUK0096,LCA5L,1
CRUK0096,SLC25A37,1
CRUK0096,PIEZO2,1
CRUK0096,ASTN2,1
CRUK0096,MMP12,1
CRUK0096,CHD8,1
CRUK0096,CYLC1,NA
CRUK0096,MAP2,1
CRUK0096,CYP19A1,1
CRUK0096,GPR113,1
CRUK0096,OR5L2,1
CRUK0096,EVI5L,1
CRUK0096,NT5C1B,1
CRUK0096,OR5D14,1
CRUK0096,WDR12,1
CRUK0096,SERPINA7,NA
CRUK0096,PTGIR,1
CRUK0096,HDAC6,NA
CRUK0096,TYR,1
CRUK0096,CSMD3,1
CRUK0096,TARS,1
CRUK0096,CLCN4,NA
CRUK0096,PCDH15,1
CRUK0096,TLL2,1
CRUK0096,AMMECR1,NA
CRUK0096,BMP15,NA
CRUK0096,SLITRK2,NA
CRUK0096,ZP4,1
CRUK0096,CSPG4,1
CRUK0096,TRIM33,1
CRUK0096,RFPL4AL1,1
CRUK0096,MLC1,1
CRUK0096,RYR3,1
CRUK0096,GVINP1,1
CRUK0096,MED12L,1
CRUK0096,DHX9,1
CRUK0096,KIAA2022,NA
CRUK0096,BAZ2A,1
CRUK0096,MROH9,1
CRUK0096,CDH23,1
CRUK0096,EXOSC7,1
CRUK0096,SAP130,1
CRUK0096,STC2,1
CRUK0096,STAM2,1
CRUK0096,KCNAB2,1
CRUK0096,TMTC2,1
CRUK0096,TBC1D4,1
CRUK0096,LCT,1
CRUK0096,IQCA1,1
CRUK0096,TTLL12,1
CRUK0096,COPS5,1
CRUK0096,MAGEB10,NA
CRUK0096,G6PD,NA
CRUK0096,HIPK1,1
CRUK0096,CDHR2,1
CRUK0096,ACOT9,NA
CRUK0096,COL13A1,1
CRUK0096,MUC16,1
CRUK0096,DHDH,1
CRUK0096,KIF4B,1
CRUK0096,FCHO1,1
CRUK0096,IQGAP1,1
CRUK0096,CCDC39,1
CRUK0096,RPA2,1
CRUK0096,BCAN,1
CRUK0096,SHANK1,1
CRUK0096,MUC16,1
CRUK0096,XIRP1,1
CRUK0096,ENPP3,1
CRUK0096,PCDHA12,1
CRUK0096,DAB2IP,1
CRUK0096,ACTRT2,1
CRUK0096,NHS,NA
CRUK0096,SBF1,1
CRUK0096,ATG4A,NA
CRUK0096,DNASE1L1,NA
CRUK0096,LRRC30,1
CRUK0096,SERPINA10,1
CRUK0096,IL1RAP,1
CRUK0096,PDZD4,NA
CRUK0096,DUSP27,1
CRUK0096,HCN1,NA
CRUK0096,LSAMP,1
CRUK0096,CIB2,1
CRUK0096,LRRTM4,1
CRUK0096,EFCAB12,1
CRUK0096,KCNT2,1
CRUK0096,IQSEC1,1
CRUK0096,CNTNAP5,1
CRUK0096,RYR2,1
CRUK0096,CDH10,1
CRUK0096,CUL4B,NA
CRUK0096,OR52A1,1
CRUK0096,LOC100506688,1
CRUK0096,RBFOX1,1
CRUK0096,ATHL1,7
CRUK0096,SCAMP1,1
CRUK0096,PCAT19,1
CRUK0096,SLC9A2,1
CRUK0096,ARSF,NA
CRUK0096,FCGBP,1
CRUK0096,AZI1,1
CRUK0096,GMPS,1
CRUK0096,SOX30,1
CRUK0096,MYH6,1
CRUK0096,POU5F2,1
CRUK0096,FHL1,NA
CRUK0096,SMU1,1
CRUK0096,CHRDL2,1
CRUK0096,RBMS3,1
CRUK0096,TXNDC15,1
CRUK0096,LAMA2,1
CRUK0096,LRRC3B,1
CRUK0096,GABRG3,1
CRUK0096,PCDH7,1
CRUK0096,GPR64,NA
CRUK0096,SEZ6L,1
CRUK0096,COL9A1,1
CRUK0096,METTL5,1
CRUK0096,FRMPD4,NA
CRUK0096,C2orf73,1
CRUK0096,ENPEP,1
CRUK0096,LARS,1
CRUK0096,GABRA5,1
CRUK0096,SETBP1,1
CRUK0096,PAPPA2,1
CRUK0096,SRPK3,NA
CRUK0096,GTF2A1L,1
CRUK0096,LIG1,1
CRUK0096,SNX9,4
CRUK0096,NLGN4X,NA
CRUK0096,ASB18,1
CRUK0096,PDZD11,NA
CRUK0096,KCNH5,1
CRUK0096,MICAL3,1
CRUK0096,SYMPK,1
CRUK0096,MAP3K1,1
CRUK0096,MN1,1
CRUK0096,HDX,NA
CRUK0096,PDZRN3,1
CRUK0096,ZFHX4,1
CRUK0096,B3GALTL,1
CRUK0096,RYR1,1
CRUK0096,NLRP8,1
CRUK0096,UBAC1,1
CRUK0096,EPYC,1
CRUK0096,CDH12,1
CRUK0096,SLC6A7,1
CRUK0096,PCDH12,1
CRUK0096,SMEK3P,NA
CRUK0096,KLHL26,1
CRUK0096,TIA1,1
CRUK0096,PCDHA1,1
CRUK0096,MIR519D,1
CRUK0096,REPS2,NA
CRUK0096,ZFX,NA
CRUK0096,TSC22D3,NA
CRUK0096,ANKRD13A,1
CRUK0096,TRHDE,1
CRUK0096,COL8A1,1
CRUK0096,GZMA,1
CRUK0096,GPR112,NA
CRUK0096,ARFRP1,1
CRUK0096,ACSS2,9
CRUK0096,RPS6KA6,NA
CRUK0096,GABRE,NA
CRUK0096,MTERFD3,1
CRUK0096,AXIN2,1
CRUK0096,ADAMTS12,1
CRUK0096,FAM83C,1
CRUK0096,CCDC140,1
CRUK0096,OR2M3,1
CRUK0096,SPTBN4,1
CRUK0096,OTOG,1
CRUK0096,ATP2B4,1
CRUK0096,DDB1,1
CRUK0096,MAGEB4,NA
CRUK0096,SLITRK4,NA
CRUK0096,LPA,1
CRUK0096,LYPD8,1
CRUK0096,RYR2,1
CRUK0096,KLHL1,NA
CRUK0096,CSMD3,1
CRUK0096,NHSL2,NA
CRUK0096,NAALADL2,1
CRUK0096,FAM189A1,1
CRUK0096,TM4SF20,1
CRUK0096,TEX11,NA
CRUK0096,VGLL1,NA
CRUK0096,IL1RAPL1,NA
CRUK0096,DYM,1
CRUK0096,NUP62CL,NA
CRUK0096,B3GALNT1,1
CRUK0096,SETBP1,1
CRUK0096,NEK4,1
CRUK0096,MAGEL2,1
CRUK0096,SLC24A3,1
CRUK0096,OR10J3,1
CRUK0096,CNTNAP5,1
CRUK0096,DOCK2,1
CRUK0096,STAG2,NA
CRUK0096,F8,NA
CRUK0096,RIOK3,1
CRUK0096,IRS2,1
CRUK0096,CXorf23,NA
CRUK0096,THOC2,NA
CRUK0096,SMARCAD1,1
CRUK0096,ZIC3,NA
CRUK0096,GRID1,1
CRUK0096,ACMSD,1
CRUK0096,HSFY1P1,1
CRUK0096,SLC20A1,1
CRUK0096,FMN2,1
CRUK0096,MROH2B,1
CRUK0096,TGFBRAP1,1
CRUK0096,TM9SF1,1
CRUK0096,SLC25A38,1
CRUK0096,GHR,1
CRUK0096,PCDHGA11,1
CRUK0096,UMODL1,1
CRUK0096,PSMB11,1
CRUK0096,PCNT,1
CRUK0096,PLOD2,1
CRUK0096,HNRNPAB,1
CRUK0096,PHKA2,NA
CRUK0096,NCAPD3,1
CRUK0096,JAKMIP2,1
CRUK0096,CACNB4,1
CRUK0096,FAP,1
CRUK0096,SDPR,1
CRUK0096,TNNC2,1
CRUK0096,RASA2,1
CRUK0096,MCF2L2,1
CRUK0096,FLRT3,1
CRUK0096,COX11,1
CRUK0096,ITGA1,1
CRUK0096,HIVEP2,1
CRUK0096,NOS2,1
CRUK0096,KCNQ2,1
CRUK0096,AC007386.2,1
CRUK0096,EPG5,1
CRUK0096,ARAP1,1
CRUK0096,ZDHHC14,1
CRUK0096,TMEM156,1
CRUK0096,HTR3E,1
CRUK0096,LRP2,1
CRUK0096,TMEM198,1
CRUK0096,CLASP2,1
CRUK0096,SCAPER,1
CRUK0096,RBMXL3,NA
CRUK0096,ATXN2L,1
CRUK0096,SGOL2,1
CRUK0096,SLC39A1,1
CRUK0096,PP2D1,1
CRUK0096,LYZL4,1
CRUK0096,TNR,1
CRUK0096,BRIX1,1
CRUK0096,SELP,1
CRUK0096,SLC8A3,1
CRUK0096,OR1N2,1
CRUK0096,GYPC,1
CRUK0096,GAK,1
CRUK0096,TNNT3,1
CRUK0096,KIF3A,1
CRUK0096,SPEG,1
CRUK0096,ATG16L2,1
CRUK0096,NCKAP1L,1
CRUK0096,MIA2,1
CRUK0096,DPF3,1
CRUK0096,THPO,1
CRUK0096,CYP17A1,1
CRUK0096,FAM194B,1
CRUK0096,PLCB1,1
CRUK0096,RTN2,1
CRUK0096,RYR2,1
CRUK0096,SEMA3F,1
CRUK0096,PAK7,1
CRUK0096,DTD1,1
CRUK0096,POU4F1,1
CRUK0096,ZFHX4,1
CRUK0096,SLC25A48,4
CRUK0096,PRPF6,1
CRUK0096,DNAH17,1
CRUK0096,UCK2,1
CRUK0096,ALMS1,1
CRUK0096,PTPRN,1
CRUK0096,DLST,1
CRUK0096,UGT1A7,1
CRUK0096,SYNE1,1
CRUK0096,CALCOCO1,1
CRUK0096,LAMA5,1
CRUK0096,TINAG,1
CRUK0096,MRC2,1
CRUK0096,PDCD2L,1
CRUK0096,NPC1L1,1
CRUK0096,LHFPL5,1
CRUK0096,IL23R,1
CRUK0096,TCEA3,1
CRUK0096,E2F8,1
CRUK0096,FMNL1,1
CRUK0096,KCNH8,1
CRUK0096,DYTN,1
CRUK0096,FAM151B,1
CRUK0096,GRIK3,1
CRUK0096,ELFN2,1
CRUK0096,TRPC1,1
CRUK0096,OR52K2,1
CRUK0096,SCN10A,1
CRUK0096,SLITRK6,NA
CRUK0096,CELSR2,1
CRUK0096,CEP104,1
CRUK0096,IKZF4,1
CRUK0096,TENM3,1
CRUK0096,EZH1,1
CRUK0096,ZNF608,1
CRUK0096,TSIX,NA
CRUK0096,OR5AR1,1
CRUK0096,HSPG2,1
CRUK0096,RP11-696N14.1,1
CRUK0096,PDS5B,1
CRUK0096,CDCA5,1
CRUK0096,WARS2,1
CRUK0096,OR51T1,1
CRUK0096,PBX1,1
CRUK0096,NOSTRIN,6
CRUK0096,NBPF20,1
CRUK0096,KIF15,1
CRUK0096,COL16A1,1
CRUK0096,MUC2,1
CRUK0096,FER,1
CRUK0096,ANKS6,1
CRUK0096,RIBC1,NA
CRUK0096,ZRANB1,1
CRUK0096,TPCN2,1
CRUK0096,RTL1,1
CRUK0096,OR51G1,1
CRUK0096,PPP2R5D,1
CRUK0096,POM121L2,1
CRUK0096,MYH10,1
CRUK0096,AGBL1,1
CRUK0096,VSTM2A,1
CRUK0096,ZYX,1
CRUK0096,FAXC,1
CRUK0096,RECQL4,1
CRUK0096,SCMH1,1
CRUK0096,NRBP2,1
CRUK0096,DNAH11,10
CRUK0096,Aug-05,1
CRUK0096,KCNN3,1
CRUK0096,GSTP1,1
CRUK0096,FBN1,1
CRUK0096,PAX4,1
CRUK0096,LINGO4,1
CRUK0096,PPA1,1
CRUK0096,CHUK,1
CRUK0096,COL6A2,1
CRUK0096,CCDC84,1
CRUK0096,LRRC27,1
CRUK0096,VWA5B1,1
CRUK0096,FAM186B,1
CRUK0096,TRPM6,1
CRUK0096,MPP7,1
CRUK0096,NCAN,1
CRUK0096,DHRS12,1
CRUK0096,SPATA5,1
CRUK0096,CNTNAP2,1
CRUK0096,SLC9B2,1
CRUK0096,KIAA1191,1
CRUK0096,DNAJC13,15
CRUK0096,TXLNB,1
CRUK0096,OR7D4,1
CRUK0096,TMEM9B,1
CRUK0096,CASP8,1
CRUK0096,GSTM4,1
CRUK0096,KIAA1324L,1
CRUK0096,USH2A,1
CRUK0096,AIG1,1
CRUK0096,MIOS,10
CRUK0096,WDR91,1
CRUK0096,PCNT,1
CRUK0096,SZT2,1
CRUK0096,PDE6A,NA
CRUK0096,HERC3,1
CRUK0096,TNIP1,9
CRUK0096,COL6A2,1
CRUK0096,LRIT1,1
CRUK0096,ARHGEF10L,1
CRUK0096,ELFN2,1
CRUK0096,TOP1,1
CRUK0096,SRRT,10
CRUK0096,NCAN,1
CRUK0096,TBCK,1
CRUK0096,ZRANB3,1
CRUK0096,TAF13,1
CRUK0096,ADAMTS10,1
CRUK0096,CNTNAP2,1
CRUK0096,TMPRSS11A,1
CRUK0096,NLGN4X,NA
CRUK0096,LINGO4,1
CRUK0096,NOTCH1,1
CRUK0096,KIF13A,1
CRUK0096,PTGER3,1
CRUK0096,PCDH15,NA
CRUK0096,TTC40,1
CRUK0096,CCDC136,1
CRUK0096,HMGXB3,1
CRUK0096,PPP1R3C,1
CRUK0096,ATAD2,1
CRUK0096,CEPT1,1
CRUK0096,FCER1G,1
CRUK0096,CDC25A,11
CRUK0096,LHX3,1
CRUK0096,TRIML2,1
CRUK0096,MYH13,1
CRUK0096,CEP104,12
CRUK0096,NTRK3,1
CRUK0096,LINC00475,1
CRUK0096,CARD9,4
CRUK0096,FRAS1,1
CRUK0096,ZNF528,12
